transaction_id,user_id,timestamp,type,amount,balance,category,merchant_id,merchant_name,location,provider
TXN_user_0_0020,user_0,2025-07-15 12:37:54,outgoing,160150.48,1017543.9,Uniform,MERCH_0112,,Fort Portal,MTN Mobile Money
TXN_user_0_0021,user_0,2025-07-15 14:55:20,outgoing,237538.93,780004.98,Local Market,MERCH_0112,,Fort Portal,MTN Mobile Money
TXN_user_0_0022,user_0,2025-07-17 09:56:03,outgoing,113576.99,666427.99,Books,MERCH_0112,,Fort Portal,MTN Mobile Money
TXN_user_0_0023,user_0,2025-07-25 06:02:38,outgoing,232996.54,433431.45,Rent,MERCH_0112,,Fort Portal,MTN Mobile Money
TXN_user_0_0024,user_0,2025-07-26 10:30:27,outgoing,160891.03,272540.42,Uniform,MERCH_0112,,Fort Portal,MTN Mobile Money
TXN_user_0_0025,user_0,2025-07-28 15:28:43,outgoing,266353.56,6186.86,Matatu,MERCH_0112,,Fort Portal,MTN Mobile Money
TXN_user_0_0027,user_0,2025-08-05 13:21:22,incoming,314038.02,320224.89,Business Income,MERCH_0609,Business Income,Fort Portal,MTN Mobile Money
TXN_user_0_0028,user_0,2025-08-15 15:15:23,outgoing,170767.21,149457.67,Hospital,MERCH_0112,,Fort Portal,MTN Mobile Money
TXN_user_0_0029,user_0,2025-08-16 14:30:35,outgoing,86888.88,62568.79,Social,MERCH_0112,,Fort Portal,MTN Mobile Money
TXN_user_0_0030,user_0,2025-08-17 03:30:58,incoming,57036.38,119605.17,Business Income,MERCH_0609,Business Income,Fort Portal,MTN Mobile Money
TXN_user_0_0031,user_0,2025-08-18 19:09:36,incoming,227696.68,347301.86,Freelance Work,MERCH_0050,Freelance Work,Fort Portal,MTN Mobile Money
TXN_user_0_0032,user_0,2025-08-19 20:10:26,outgoing,10721.17,336580.69,Social,MERCH_0112,,Fort Portal,MTN Mobile Money
TXN_user_0_0033,user_0,2025-08-20 12:08:10,outgoing,198921.21,137659.48,Internet,MERCH_0112,,Fort Portal,MTN Mobile Money
TXN_user_0_0034,user_0,2025-08-25 04:33:46,incoming,322681.99,460341.47,Salary,MERCH_0235,Salary,Fort Portal,MTN Mobile Money
TXN_user_0_0035,user_0,2025-09-02 00:19:19,outgoing,182654.93,277686.54,NWSC,MERCH_0112,,Fort Portal,MTN Mobile Money
TXN_user_0_0036,user_0,2025-09-09 09:46:31,outgoing,236357.21,41329.33,Mobile Data,MERCH_0112,,Fort Portal,MTN Mobile Money
TXN_user_0_0037,user_0,2025-09-11 04:44:52,outgoing,32673.26,8656.07,Investment,MERCH_0112,,Fort Portal,MTN Mobile Money
TXN_user_0_0038,user_0,2025-09-12 14:06:28,incoming,350978.56,359634.63,Freelance Work,MERCH_0050,Freelance Work,Fort Portal,MTN Mobile Money
TXN_user_0_0039,user_0,2025-09-15 21:02:50,outgoing,13408.26,346226.37,Boda Boda,MERCH_0112,,Fort Portal,MTN Mobile Money
TXN_user_0_0040,user_0,2025-09-16 20:10:25,outgoing,210600.48,135625.89,Rent,MERCH_0112,,Fort Portal,MTN Mobile Money
TXN_user_0_0042,user_0,2025-09-23 23:00:22,incoming,374778.28,510404.17,Salary,MERCH_0235,Salary,Fort Portal,MTN Mobile Money
TXN_user_0_0043,user_0,2025-09-24 18:23:10,outgoing,169434.56,340969.61,Rent,MERCH_0112,,Fort Portal,MTN Mobile Money
TXN_user_0_0045,user_0,2025-09-25 05:49:14,incoming,247701.43,588671.04,Business Income,MERCH_0609,Business Income,Fort Portal,MTN Mobile Money
TXN_user_0_0046,user_0,2025-09-25 22:02:30,outgoing,248698.99,339972.05,Special Hire,MERCH_0112,,Fort Portal,MTN Mobile Money
TXN_user_0_0047,user_0,2025-09-27 20:29:10,outgoing,395879.2,-55907.15,Restaurant,MERCH_0867,Cafe Javas,Fort Portal,MTN Mobile Money
TXN_user_0_0048,user_0,2025-10-01 10:06:15,incoming,112699.15,56792.0,Business Income,MERCH_0609,Business Income,Fort Portal,MTN Mobile Money
TXN_user_1_0000,user_1,2025-05-14 17:00:00,incoming,2920989.83,3287348.36,Agricultural Sales,MERCH_0564,Agricultural Sales,Masaka,Airtel Money
TXN_user_1_0001,user_1,2025-05-24 13:18:17,outgoing,75904.74,3211443.62,Social,MERCH_0112,,Masaka,Airtel Money
TXN_user_1_0002,user_1,2025-05-26 14:48:58,outgoing,8294.36,3203149.26,Boda Boda,MERCH_0112,,Masaka,Airtel Money
TXN_user_1_0003,user_1,2025-05-27 14:57:15,incoming,66599.13,3269748.38,Remittances,MERCH_0074,Remittances,Masaka,Airtel Money
TXN_user_1_0004,user_1,2025-05-30 10:40:10,outgoing,155018.58,3114729.8,Local Market,MERCH_0112,,Masaka,Airtel Money
TXN_user_1_0005,user_1,2025-05-30 14:28:29,incoming,175390.91,3290120.71,Freelance Work,MERCH_0050,Freelance Work,Masaka,Airtel Money
TXN_user_1_0006,user_1,2025-06-06 18:28:22,outgoing,72561.17,3217559.55,DSTV,MERCH_0112,,Masaka,Airtel Money
TXN_user_1_0007,user_1,2025-06-07 05:44:35,incoming,270253.74,3487813.29,Business Income,MERCH_0609,Business Income,Masaka,Airtel Money
TXN_user_1_0008,user_1,2025-06-19 23:18:49,outgoing,73243.37,3414569.92,Street Food,MERCH_0112,,Masaka,Airtel Money
TXN_user_1_0009,user_1,2025-06-23 07:36:17,outgoing,220416.51,3194153.41,Supermarket,MERCH_0112,,Masaka,Airtel Money
TXN_user_1_0010,user_1,2025-06-24 03:08:27,outgoing,16089.19,3178064.23,Boda Boda,MERCH_0112,,Masaka,Airtel Money
TXN_user_1_0011,user_1,2025-06-25 12:09:16,outgoing,180018.35,2998045.88,Books,MERCH_0112,,Masaka,Airtel Money
TXN_user_1_0012,user_1,2025-06-28 12:25:51,outgoing,153606.83,2844439.05,SACCO,MERCH_0112,,Masaka,Airtel Money
TXN_user_1_0013,user_1,2025-06-28 19:14:39,outgoing,235559.5,2608879.56,Matatu,MERCH_0112,,Masaka,Airtel Money
TXN_user_1_0014,user_1,2025-06-29 23:05:40,outgoing,58048.17,2550831.39,Cinema,MERCH_0112,,Masaka,Airtel Money
TXN_user_1_0015,user_1,2025-06-30 02:05:30,outgoing,420283.76,2130547.63,Bank Deposit,MERCH_0172,Equity Bank,Masaka,Airtel Money
TXN_user_1_0016,user_1,2025-07-03 11:35:06,outgoing,11554.08,2118993.55,SACCO,MERCH_0112,,Masaka,Airtel Money
TXN_user_1_0017,user_1,2025-07-05 15:15:16,incoming,151923.1,2270916.65,Business Income,MERCH_0609,Business Income,Masaka,Airtel Money
TXN_user_1_0018,user_1,2025-07-08 17:51:20,outgoing,54723.28,2216193.37,Special Hire,MERCH_0112,,Masaka,Airtel Money
TXN_user_1_0019,user_1,2025-07-12 06:23:56,incoming,224030.91,2440224.28,Freelance Work,MERCH_0050,Freelance Work,Masaka,Airtel Money
TXN_user_1_0020,user_1,2025-07-20 13:08:37,outgoing,94191.61,2346032.67,UMEME,MERCH_0112,,Masaka,Airtel Money
TXN_user_1_0021,user_1,2025-07-21 19:10:37,outgoing,56721.0,2289311.66,Local Market,MERCH_0112,,Masaka,Airtel Money
TXN_user_1_0022,user_1,2025-07-29 13:22:58,incoming,444802.71,2734114.37,Salary,MERCH_0235,Salary,Masaka,Airtel Money
TXN_user_1_0023,user_1,2025-07-30 10:51:44,outgoing,187591.28,2546523.09,Transport to School,MERCH_0112,,Masaka,Airtel Money
TXN_user_1_0024,user_1,2025-08-04 13:13:31,incoming,299840.37,2846363.46,Freelance Work,MERCH_0050,Freelance Work,Masaka,Airtel Money
TXN_user_1_0025,user_1,2025-08-06 19:32:00,incoming,158833.53,3005196.99,Freelance Work,MERCH_0050,Freelance Work,Masaka,Airtel Money
TXN_user_1_0026,user_1,2025-08-07 02:34:10,incoming,453747.09,3458944.08,Salary,MERCH_0235,Salary,Masaka,Airtel Money
TXN_user_1_0027,user_1,2025-08-14 00:39:26,outgoing,449303.09,3009640.99,Pharmacy,MERCH_0862,Vine Pharmacy,Masaka,Airtel Money
TXN_user_1_0028,user_1,2025-08-15 06:28:07,outgoing,102561.45,2907079.53,Hospital,MERCH_0112,,Masaka,Airtel Money
TXN_user_1_0029,user_1,2025-08-19 03:40:13,incoming,453699.62,3360779.15,Business Income,MERCH_0609,Business Income,Masaka,Airtel Money
TXN_user_1_0030,user_1,2025-08-25 16:42:42,outgoing,220394.34,3140384.81,Business Supplies,MERCH_0112,,Masaka,Airtel Money
TXN_user_1_0031,user_1,2025-08-28 18:40:41,outgoing,49312.53,3091072.28,Supermarket,MERCH_0112,,Masaka,Airtel Money
TXN_user_1_0032,user_1,2025-08-29 07:22:17,outgoing,255000.65,2836071.64,Supermarket,MERCH_0112,,Masaka,Airtel Money
TXN_user_1_0033,user_1,2025-09-01 02:30:39,outgoing,9531.91,2826539.72,Stock Purchase,MERCH_0112,,Masaka,Airtel Money
TXN_user_1_0034,user_1,2025-09-01 10:12:53,outgoing,195635.9,2630903.82,Local Market,MERCH_0112,,Masaka,Airtel Money
TXN_user_1_0035,user_1,2025-09-01 10:34:48,outgoing,51013.63,2579890.19,Internet,MERCH_0112,,Masaka,Airtel Money
TXN_user_1_0036,user_1,2025-09-03 19:52:13,outgoing,257529.2,2322360.99,Rent,MERCH_0112,,Masaka,Airtel Money
TXN_user_1_0037,user_1,2025-09-06 23:51:43,outgoing,68377.02,2253983.97,Special Hire,MERCH_0112,,Masaka,Airtel Money
TXN_user_1_0038,user_1,2025-09-10 17:31:55,outgoing,87981.71,2166002.27,Local Market,MERCH_0112,,Masaka,Airtel Money
TXN_user_1_0039,user_1,2025-09-11 21:52:26,incoming,385921.13,2551923.4,Salary,MERCH_0235,Salary,Masaka,Airtel Money
TXN_user_1_0040,user_1,2025-09-15 01:23:08,outgoing,60635.42,2491287.98,Airtime,MERCH_0112,,Masaka,Airtel Money
TXN_user_1_0041,user_1,2025-09-18 06:33:22,incoming,305738.87,2797026.85,Business Income,MERCH_0609,Business Income,Masaka,Airtel Money
TXN_user_1_0042,user_1,2025-09-18 13:38:16,outgoing,107624.87,2689401.98,Uniform,MERCH_0112,,Masaka,Airtel Money
TXN_user_1_0043,user_1,2025-09-19 11:49:31,outgoing,73772.63,2615629.35,Stock Purchase,MERCH_0112,,Masaka,Airtel Money
TXN_user_1_0044,user_1,2025-09-30 07:54:42,incoming,1300673.63,3916302.98,Agricultural Sales,MERCH_0564,Agricultural Sales,Masaka,Airtel Money
TXN_user_1_0045,user_1,2025-10-07 00:11:15,outgoing,14318.45,3901984.53,Boda Boda,MERCH_0112,,Masaka,Airtel Money
TXN_user_1_0046,user_1,2025-10-11 18:13:23,outgoing,38752.0,3863232.53,Airtime,MERCH_0112,,Masaka,Airtel Money
TXN_user_1_0047,user_1,2025-10-14 08:09:15,incoming,1579049.54,5442282.08,Agricultural Sales,MERCH_0564,Agricultural Sales,Masaka,Airtel Money
TXN_user_1_0048,user_1,2025-10-14 23:47:37,outgoing,204682.93,5237599.15,Mobile Data,MERCH_0112,,Masaka,Airtel Money
TXN_user_1_0049,user_1,2025-10-15 23:31:24,incoming,60942.18,5298541.33,Business Income,MERCH_0609,Business Income,Masaka,Airtel Money
TXN_user_1_0050,user_1,2025-10-19 02:11:06,outgoing,55474.13,5243067.2,Hospital,MERCH_0112,,Masaka,Airtel Money
TXN_user_1_0051,user_1,2025-10-27 13:18:11,outgoing,268016.33,4975050.88,Special Hire,MERCH_0112,,Masaka,Airtel Money
TXN_user_1_0052,user_1,2025-11-03 22:40:32,outgoing,108293.26,4866757.61,Special Hire,MERCH_0112,,Masaka,Airtel Money
TXN_user_1_0053,user_1,2025-11-03 23:47:50,incoming,467743.35,5334500.96,Business Income,MERCH_0609,Business Income,Masaka,Airtel Money
TXN_user_1_0054,user_1,2025-11-05 16:02:27,outgoing,271498.31,5063002.66,Medical Insurance,MERCH_0112,,Masaka,Airtel Money
TXN_user_1_0055,user_1,2025-11-15 14:37:47,outgoing,240404.23,4822598.43,NWSC,MERCH_0112,,Masaka,Airtel Money
TXN_user_1_0056,user_1,2025-11-16 15:44:30,outgoing,112380.68,4710217.75,Internet,MERCH_0112,,Masaka,Airtel Money
TXN_user_1_0057,user_1,2025-11-22 08:52:55,incoming,192614.9,4902832.65,Remittances,MERCH_0074,Remittances,Masaka,Airtel Money
TXN_user_1_0058,user_1,2025-11-22 22:15:13,outgoing,159359.83,4743472.82,DSTV,MERCH_0112,,Masaka,Airtel Money
TXN_user_1_0059,user_1,2025-12-01 04:20:49,incoming,363213.41,5106686.23,Salary,MERCH_0235,Salary,Masaka,Airtel Money
TXN_user_1_0060,user_1,2025-12-03 17:07:23,outgoing,80842.19,5025844.04,Fuel,MERCH_0360,Total,Masaka,Airtel Money
TXN_user_1_0061,user_1,2025-12-06 13:50:57,incoming,2972150.78,7997994.82,Agricultural Sales,MERCH_0564,Agricultural Sales,Masaka,Airtel Money
TXN_user_1_0062,user_1,2025-12-07 00:42:55,outgoing,148833.76,7849161.06,Books,MERCH_0112,,Masaka,Airtel Money
TXN_user_2_0000,user_2,2025-05-15 15:54:45,outgoing,101491.04,84978.44,Uniform,MERCH_0751,Uniform,Kampala,M-Sente
TXN_user_2_0002,user_2,2025-05-31 00:29:23,outgoing,136913.5,-51935.06,Rent,MERCH_0724,Rocket Health,Kampala,M-Sente
TXN_user_2_0005,user_2,2025-06-07 14:13:42,incoming,571687.18,519752.12,Agricultural Sales,MERCH_0564,Agricultural Sales,Kampala,M-Sente
TXN_user_2_0006,user_2,2025-06-18 01:35:51,outgoing,213252.87,306499.26,DSTV,MERCH_0112,,Kampala,M-Sente
TXN_user_2_0007,user_2,2025-06-18 04:37:00,outgoing,122282.23,184217.03,Business Supplies,MERCH_0112,,Kampala,M-Sente
TXN_user_2_0008,user_2,2025-06-19 21:32:08,outgoing,221736.34,-37519.31,Special Hire,MERCH_0112,,Kampala,M-Sente
TXN_user_2_0009,user_2,2025-06-20 18:19:52,incoming,716134.29,678614.98,Agricultural Sales,MERCH_0564,Agricultural Sales,Kampala,M-Sente
TXN_user_2_0010,user_2,2025-06-21 00:24:11,outgoing,130778.96,547836.01,Medical Insurance,MERCH_0112,,Kampala,M-Sente
TXN_user_2_0011,user_2,2025-06-24 12:22:50,outgoing,24151.72,523684.3,Transport to School,MERCH_0112,,Kampala,M-Sente
TXN_user_2_0012,user_2,2025-07-01 22:02:58,outgoing,220771.3,302913.0,UMEME,MERCH_0112,,Kampala,M-Sente
TXN_user_2_0013,user_2,2025-07-02 17:47:19,incoming,92242.98,395155.98,Freelance Work,MERCH_0050,Freelance Work,Kampala,M-Sente
TXN_user_2_0014,user_2,2025-07-03 08:19:45,outgoing,276637.59,118518.39,Uniform,MERCH_0112,,Kampala,M-Sente
TXN_user_2_0015,user_2,2025-07-06 09:32:35,incoming,1081722.89,1200241.28,Business Income,MERCH_0609,Business Income,Kampala,M-Sente
TXN_user_2_0016,user_2,2025-07-09 14:36:30,incoming,246052.8,1446294.08,Salary,MERCH_0235,Salary,Kampala,M-Sente
TXN_user_2_0017,user_2,2025-07-13 12:53:27,incoming,333605.16,1779899.24,Agricultural Sales,MERCH_0564,Agricultural Sales,Kampala,M-Sente
TXN_user_2_0018,user_2,2025-07-16 00:59:46,outgoing,53090.94,1726808.3,Street Food,MERCH_0112,,Kampala,M-Sente
TXN_user_2_0019,user_2,2025-07-16 10:12:49,outgoing,105878.16,1620930.14,Transport to School,MERCH_0112,,Kampala,M-Sente
TXN_user_2_0020,user_2,2025-07-16 17:08:47,outgoing,34512.33,1586417.81,Books,MERCH_0112,,Kampala,M-Sente
TXN_user_2_0021,user_2,2025-07-17 20:00:38,outgoing,21767.07,1564650.74,Boda Boda,MERCH_0112,,Kampala,M-Sente
TXN_user_2_0022,user_2,2025-07-18 09:53:25,outgoing,12330.76,1552319.98,Books,MERCH_0112,,Kampala,M-Sente
TXN_user_2_0023,user_2,2025-07-22 17:39:33,outgoing,239848.5,1312471.48,SACCO,MERCH_0112,,Kampala,M-Sente
TXN_user_2_0024,user_2,2025-07-24 00:16:02,outgoing,141253.64,1171217.84,Street Food,MERCH_0112,,Kampala,M-Sente
TXN_user_2_0025,user_2,2025-07-27 03:48:29,incoming,334564.99,1505782.83,Agricultural Sales,MERCH_0564,Agricultural Sales,Kampala,M-Sente
TXN_user_2_0026,user_2,2025-08-05 02:16:51,outgoing,262828.51,1242954.32,Medical Insurance,MERCH_0112,,Kampala,M-Sente
TXN_user_2_0027,user_2,2025-08-06 00:02:51,outgoing,11795.91,1231158.41,Social,MERCH_0112,,Kampala,M-Sente
TXN_user_2_0028,user_2,2025-08-14 03:08:18,outgoing,377482.75,853675.65,Bank Deposit,MERCH_0392,DFCU,Kampala,M-Sente
TXN_user_2_0029,user_2,2025-08-16 10:57:04,outgoing,158212.37,695463.29,Rent,MERCH_0112,,Kampala,M-Sente
TXN_user_2_0030,user_2,2025-08-19 07:50:07,outgoing,279310.35,416152.94,Uniform,MERCH_0112,,Kampala,M-Sente
TXN_user_2_0031,user_2,2025-08-27 23:41:33,outgoing,257216.14,158936.79,Stock Purchase,MERCH_0112,,Kampala,M-Sente
TXN_user_2_0032,user_2,2025-08-31 00:32:09,incoming,410427.18,569363.98,Remittances,MERCH_0074,Remittances,Kampala,M-Sente
TXN_user_2_0033,user_2,2025-09-03 09:56:26,outgoing,182021.25,387342.73,Local Market,MERCH_0112,,Kampala,M-Sente
TXN_user_2_0034,user_2,2025-09-03 19:50:37,incoming,2471371.69,2858714.42,Agricultural Sales,MERCH_0564,Agricultural Sales,Kampala,M-Sente
TXN_user_2_0035,user_2,2025-09-08 23:33:55,outgoing,1960017.31,898697.12,School Fees,MERCH_0112,,Kampala,M-Sente
TXN_user_2_0036,user_2,2025-09-14 03:12:06,outgoing,195071.56,703625.55,Medical Insurance,MERCH_0112,,Kampala,M-Sente
TXN_user_2_0037,user_2,2025-09-14 19:52:20,outgoing,86311.67,617313.88,Transport to School,MERCH_0112,,Kampala,M-Sente
TXN_user_2_0038,user_2,2025-09-15 13:15:49,outgoing,287876.29,329437.59,Fuel,MERCH_0364,Shell,Kampala,M-Sente
TXN_user_2_0039,user_2,2025-09-15 16:07:30,incoming,328214.25,657651.84,Remittances,MERCH_0074,Remittances,Kampala,M-Sente
TXN_user_2_0040,user_2,2025-09-16 21:40:02,incoming,2036023.38,2693675.22,Agricultural Sales,MERCH_0564,Agricultural Sales,Kampala,M-Sente
TXN_user_2_0041,user_2,2025-09-18 08:42:55,outgoing,203751.32,2489923.9,DSTV,MERCH_0112,,Kampala,M-Sente
TXN_user_2_0042,user_2,2025-09-19 14:42:02,outgoing,82489.73,2407434.17,Business Supplies,MERCH_0112,,Kampala,M-Sente
TXN_user_2_0043,user_2,2025-09-21 16:02:20,outgoing,207000.0,2200434.17,Cinema,MERCH_0112,,Kampala,M-Sente
TXN_user_2_0044,user_2,2025-09-22 22:52:16,outgoing,277223.6,1923210.57,DSTV,MERCH_0112,,Kampala,M-Sente
TXN_user_3_0000,user_3,2025-05-14 12:09:10,incoming,477527.89,568606.89,Salary,MERCH_0235,Salary,Kampala,M-Sente
TXN_user_3_0001,user_3,2025-05-23 12:43:31,outgoing,169075.02,399531.87,Transport to School,MERCH_0112,,Kampala,M-Sente
TXN_user_3_0002,user_3,2025-05-26 12:40:11,outgoing,133799.06,265732.81,Hospital,MERCH_0112,,Kampala,M-Sente
TXN_user_3_0003,user_3,2025-05-27 13:39:19,outgoing,114568.31,151164.5,Local Market,MERCH_0112,,Kampala,M-Sente
TXN_user_3_0004,user_3,2025-05-30 22:01:51,outgoing,224951.26,-73786.76,Supermarket,MERCH_0112,,Kampala,M-Sente
TXN_user_3_0011,user_3,2025-06-11 11:35:46,incoming,95505.2,21718.44,Remittances,MERCH_0074,Remittances,Kampala,M-Sente
TXN_user_3_0012,user_3,2025-06-11 17:55:18,incoming,2162713.57,2184432.01,Agricultural Sales,MERCH_0564,Agricultural Sales,Kampala,M-Sente
TXN_user_3_0013,user_3,2025-06-11 23:21:40,outgoing,239185.96,1945246.05,Street Food,MERCH_0112,,Kampala,M-Sente
TXN_user_3_0014,user_3,2025-06-15 15:33:39,outgoing,30195.19,1915050.86,Investment,MERCH_0112,,Kampala,M-Sente
TXN_user_3_0015,user_3,2025-06-15 21:56:39,incoming,493987.81,2409038.67,Business Income,MERCH_0609,Business Income,Kampala,M-Sente
TXN_user_3_0016,user_3,2025-06-17 07:42:01,outgoing,225021.15,2184017.52,Rent,MERCH_0112,,Kampala,M-Sente
TXN_user_3_0017,user_3,2025-06-22 08:20:30,outgoing,686243.46,1497774.06,Bank Deposit,MERCH_0172,Equity Bank,Kampala,M-Sente
TXN_user_3_0018,user_3,2025-07-05 03:41:37,outgoing,219858.67,1277915.39,Business Supplies,MERCH_0112,,Kampala,M-Sente
TXN_user_3_0019,user_3,2025-07-06 13:40:44,outgoing,73690.17,1204225.22,Restaurant,MERCH_0638,Pork Joint,Kampala,M-Sente
TXN_user_3_0020,user_3,2025-07-11 01:46:06,incoming,1763531.9,2967757.12,Agricultural Sales,MERCH_0564,Agricultural Sales,Kampala,M-Sente
TXN_user_3_0021,user_3,2025-07-12 17:30:53,outgoing,263032.37,2704724.75,Cinema,MERCH_0112,,Kampala,M-Sente
TXN_user_3_0022,user_3,2025-07-13 02:00:08,incoming,271681.3,2976406.05,Remittances,MERCH_0074,Remittances,Kampala,M-Sente
TXN_user_3_0023,user_3,2025-07-13 02:49:28,incoming,260897.29,3237303.34,Business Income,MERCH_0609,Business Income,Kampala,M-Sente
TXN_user_3_0024,user_3,2025-07-13 06:59:48,outgoing,40769.92,3196533.42,Business Supplies,MERCH_0112,,Kampala,M-Sente
TXN_user_3_0025,user_3,2025-07-13 15:59:55,incoming,342144.64,3538678.06,Freelance Work,MERCH_0050,Freelance Work,Kampala,M-Sente
TXN_user_3_0026,user_3,2025-07-17 18:40:54,outgoing,259944.92,3278733.14,Rent,MERCH_0112,,Kampala,M-Sente
TXN_user_3_0027,user_3,2025-07-27 14:27:42,incoming,218691.76,3497424.9,Business Income,MERCH_0609,Business Income,Kampala,M-Sente
TXN_user_3_0028,user_3,2025-07-28 14:41:14,incoming,2632077.56,6129502.46,Agricultural Sales,MERCH_0564,Agricultural Sales,Kampala,M-Sente
TXN_user_3_0029,user_3,2025-07-29 08:54:33,outgoing,279081.98,5850420.48,Transport to School,MERCH_0112,,Kampala,M-Sente
TXN_user_3_0030,user_3,2025-07-29 09:47:23,outgoing,702292.39,5148128.08,Bank Deposit,MERCH_0367,Stanbic Bank,Kampala,M-Sente
TXN_user_3_0031,user_3,2025-07-29 12:57:59,incoming,451014.4,5599142.48,Business Income,MERCH_0609,Business Income,Kampala,M-Sente
TXN_user_3_0032,user_3,2025-07-31 18:58:36,outgoing,287475.99,5311666.5,Uniform,MERCH_0112,,Kampala,M-Sente
TXN_user_3_0033,user_3,2025-08-01 00:29:47,outgoing,163548.04,5148118.46,Medical Insurance,MERCH_0112,,Kampala,M-Sente
TXN_user_3_0034,user_3,2025-08-11 11:18:49,outgoing,154867.81,4993250.65,Medical Insurance,MERCH_0112,,Kampala,M-Sente
TXN_user_3_0035,user_3,2025-08-14 10:46:58,outgoing,507884.6,4485366.05,Pharmacy,MERCH_0724,Rocket Health,Kampala,M-Sente
TXN_user_3_0036,user_3,2025-08-16 06:25:27,outgoing,184349.09,4301016.96,Business Supplies,MERCH_0112,,Kampala,M-Sente
TXN_user_3_0037,user_3,2025-08-18 21:37:39,incoming,455521.1,4756538.07,Business Income,MERCH_0609,Business Income,Kampala,M-Sente
TXN_user_3_0038,user_3,2025-08-19 00:58:35,outgoing,86531.36,4670006.7,NWSC,MERCH_0112,,Kampala,M-Sente
TXN_user_3_0039,user_3,2025-08-28 01:15:51,incoming,2692738.59,7362745.3,Agricultural Sales,MERCH_0564,Agricultural Sales,Kampala,M-Sente
TXN_user_3_0040,user_3,2025-08-29 21:03:10,incoming,329059.67,7691804.97,Freelance Work,MERCH_0050,Freelance Work,Kampala,M-Sente
TXN_user_3_0041,user_3,2025-08-30 20:26:37,outgoing,60329.02,7631475.94,Stock Purchase,MERCH_0112,,Kampala,M-Sente
TXN_user_3_0042,user_3,2025-09-01 17:18:14,outgoing,106961.36,7524514.59,Stock Purchase,MERCH_0112,,Kampala,M-Sente
TXN_user_3_0043,user_3,2025-09-04 08:23:36,outgoing,29175.19,7495339.39,Stock Purchase,MERCH_0112,,Kampala,M-Sente
TXN_user_3_0044,user_3,2025-09-15 08:16:14,outgoing,71467.3,7423872.1,Airtime,MERCH_0112,,Kampala,M-Sente
